virus_name	Accession_ID	Date	Originating_lab	Submitting_lab	Location
hCoV-19/Scotland/QEUH-9C7C80/2020	EPI_ISL_576002	2020-09-15	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Davies	United Kingdom
hCoV-19/Canada/Qc-L00241168/2020	EPI_ISL_450311	2020-03-27	Laboratoire de sant\u00e9 publique du Qu\u00e9bec	Moreira	Canada
hCoV-19/France/PAC-IHU-0369/2020	EPI_ISL_569476	2020-03-25	MEPHI	Levasseur	France
hCoV-19/USA/FL-BPHL-1522/2020	EPI_ISL_568620	2020-07-28	Florida Bureau of Public Health Laboratories	Blanton	USA
hCoV-19/England/CAMB-79A9B/2020	EPI_ISL_433818	2020-03-27	COVID-19 Genomics UK (COG-UK) Consortium	Meredith	United Kingdom
hCoV-19/England/ALDP-95C181/2020	EPI_ISL_554922	2020-06-16	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Davies	United Kingdom
hCoV-19/Wales/MILK-9F2A0A/2020	EPI_ISL_589161	2020-09-25	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Davies	United Kingdom
hCoV-19/England/ALDP-907264/2020	EPI_ISL_553301	2020-06-22	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Davies	United Kingdom
hCoV-19/England/MILK-999D0C/2020	EPI_ISL_550391	2020-08-29	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Davies	United Kingdom
hCoV-19/Sichuan/SC-PHCC2-042/2020	EPI_ISL_451362	2020-02-13	State Key Laboratory of Biotherapy of Sichuan University	Tang	China
hCoV-19/USA/WI-UW-290/2020	EPI_ISL_436584	2020-04-08	University of Wisconsin-Madison AIDS Vaccine Research Laboratories	Baczenas	USA
hCoV-19/Scotland/QEUH-96B5DE/2020	EPI_ISL_534661	2020-08-17	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Davies	United Kingdom
hCoV-19/England/CAMB-73D7A/2020	EPI_ISL_433693	2020-04-01	COVID-19 Genomics UK (COG-UK) Consortium	Meredith	United Kingdom
hCoV-19/Switzerland/AG-ETHZ-100306/2020	EPI_ISL_574879	2020-03-19	Department of Biosystems Science and Engineering	Nadeau	Switzerland
hCoV-19/England/QEUH-9FA325/2020	EPI_ISL_588207	2020-09-28	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Davies	United Kingdom
hCoV-19/England/ALDP-4A3D7D/2020	EPI_ISL_559639	2020-06-03	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Davies	United Kingdom
hCoV-19/Ireland/D-NVRL-71IRL07206/2020	EPI_ISL_500588	2020-07-07	National Virus Reference Laboratory	Gonzalez	Ireland
hCoV-19/USA/NY-Wadsworth-26730-01/2020	EPI_ISL_525626	2020-03-23	Wadsworth Center	Plitnick	USA
hCoV-19/England/OXON-B3813/2020	EPI_ISL_534890	2020-03-24	COVID-19 Genomics UK (COG-UK) Consortium	Golubchik	United Kingdom
hCoV-19/Netherlands/NH-EMC-62/2020	EPI_ISL_577858	2020-08-18	Erasmus Medical Center	Oude Munnink	Netherlands
hCoV-19/Australia/VIC9300/2020	EPI_ISL_565495	2020-08-18	MDU-PHL	Schultz	Australia
hCoV-19/Wales/PHWC-160AB4/2020	EPI_ISL_473010	2020-05-22	COVID-19 Genomics UK (COG-UK) Consortium	Moore	United Kingdom
hCoV-19/Australia/VIC1436/2020	EPI_ISL_456441	2020-04-17	Microbiological Diagnostic Unit Public Health Laboratory and Victorian Infectious Diseases Reference Laboratory	Schultz	Australia
hCoV-19/Wales/PHWC-16E940/2020	EPI_ISL_585793	2020-10-04	COVID-19 Genomics UK (COG-UK) Consortium	Moore	United Kingdom
hCoV-19/Wales/PHWC-1638C6/2020	EPI_ISL_474012	2020-05-02	COVID-19 Genomics UK (COG-UK) Consortium	Moore	United Kingdom
hCoV-19/England/BRIS-12F231/2020	EPI_ISL_488359	2020-04-13	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Davies	United Kingdom
hCoV-19/Iceland/376/2020	EPI_ISL_424400	2020-03-19	deCODE genetics	J\u00f3nsson	Iceland
hCoV-19/England/QEUH-A215D3/2020	EPI_ISL_587585	2020-10-01	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Davies	United Kingdom
hCoV-19/Switzerland/BE-ETHZ-250062/2020	EPI_ISL_535588	2020-08-17	Department of Biosystems Science and Engineering	Nadeau	Switzerland
hCoV-19/Canada/BC_20639310/2020	EPI_ISL_462777	2020-03-00	BCCDC Public Health Laboratory	Harrigan	Canada
hCoV-19/England/CAMB-821F4/2020	EPI_ISL_438632	2020-04-21	COVID-19 Genomics UK (COG-UK) Consortium	Meredith	United Kingdom
hCoV-19/Australia/SAP119/2020	EPI_ISL_492109	2020-03-20	SA Pathology	Leong	Australia
hCoV-19/USA/NY-NYUMC148/2020	EPI_ISL_424955	2020-04-01	Departments of Pathology and Medicine	Maurano	USA
hCoV-19/Australia/VIC11174/2020	EPI_ISL_563282	2020-07-24	MDU-PHL	Schultz	Australia
hCoV-19/Belgium/ULG-10254/2020	EPI_ISL_515061	2020-07-16	GIGA Medical Genomics	Durkin	Belgium
hCoV-19/USA/WI-QDX-196/2020	EPI_ISL_494551	2020-04-30	Quest Diagnostics	Kagan	USA
hCoV-19/England/20139064704/2020	EPI_ISL_465854	2020-03-28	Respiratory Virus Unit	Platt	United Kingdom
hCoV-19/England/QEUH-9AEB28/2020	EPI_ISL_573479	2020-09-03	COVID-19 Genomics UK (COG-UK) Consortium	Roy	United Kingdom
hCoV-19/England/QEUH-9B7B77/2020	EPI_ISL_590474	2020-09-04	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Davies	United Kingdom
hCoV-19/England/LIVE-AA74F/2020	EPI_ISL_517495	2020-03-24	COVID-19 Genomics UK (COG-UK) Consortium	Haldenby	United Kingdom
hCoV-19/USA/TX-HMH0364/2020	EPI_ISL_434956	2020-03-30	Houston Methodist Hospital	Long	USA
hCoV-19/England/QEUH-9FA8CC/2020	EPI_ISL_588134	2020-09-28	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Davies	United Kingdom
hCoV-19/Italy/LOM-UniMI-L369/2020	EPI_ISL_542300	2020-03-07	Dep. Of Oncology and Hemato-Oncology University of Milan	Costabile	Italy
hCoV-19/France/PAC-IHU-1592/2020	EPI_ISL_569221	2020-09-01	MEPHI	Levasseur	France
hCoV-19/Australia/VIC13950/2020	EPI_ISL_563890	2020-07-17	MDU-PHL	Schultz	Australia
hCoV-19/Netherlands/GE-EMC-210/2020	EPI_ISL_523192	2020-05-29	Erasmus Medical Center	Oude Munnink	Netherlands
hCoV-19/Wales/PHWC-15FD64/2020	EPI_ISL_472851	2020-04-25	COVID-19 Genomics UK (COG-UK) Consortium	Moore	United Kingdom
hCoV-19/USA/NY-PV09474/2020	EPI_ISL_450146	2020-03-20	MSHS Pathogen Surveillance Program	van Bakel	USA
hCoV-19/Poland/PL_P11/2020	EPI_ISL_451972	2020-04-02	1. ViroGenetics - BSL3 Laboratory of Virology	Pyrc	Poland
hCoV-19/USA/CA-CZB-7152/2020	EPI_ISL_582934	2020-09-09	Chan-Zuckerberg Biohub	Bhatt	USA
hCoV-19/England/MILK-97551D/2020	EPI_ISL_552561	2020-08-21	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Davies	United Kingdom
hCoV-19/USA/WA-S1312/2020	EPI_ISL_495762	2020-05-13	Seattle Flu Study	Lee	USA
hCoV-19/USA/LA-EVTL175/2020	EPI_ISL_574310	2020-05-14	Microbial Genome Sequencing Center	Kamil	USA
hCoV-19/England/MILK-9C45D3/2020	EPI_ISL_566854	2020-09-07	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Davies	United Kingdom
hCoV-19/England/MILK-9A52A4/2020	EPI_ISL_550253	2020-09-04	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Davies	United Kingdom
hCoV-19/USA/CA-CZB-3345/2020	EPI_ISL_548293	2020-07-13	Chan-Zuckerberg Biohub	Bhatt	USA
hCoV-19/Singapore/111/2020	EPI_ISL_443203	2020-03-18	National Public Health Laboratory	Mak	Singapore
hCoV-19/USA/WA-S546/2020	EPI_ISL_434306	2020-03-23	Seattle Flu Study	Bedford	USA
hCoV-19/USA/CT-UW-3845/2020	EPI_ISL_427161	2020-03-25	UW Virology Lab	Roychoudhury	USA
hCoV-19/Australia/VIC7040/2020	EPI_ISL_564204	2020-07-17	VIDRL and MDU-PHL	Schultz	Australia
hCoV-19/Australia/VIC128/2020	EPI_ISL_419730	2020-03-20	Microbiological Diagnostic Unit Public Health Laboratory	Schultz	Australia
hCoV-19/USA/VA-DCLS-0251/2020	EPI_ISL_452825	2020-04-20	Virginia DCLS	St. Jacques	USA
hCoV-19/Spain/VC-FISABIO-219/2020	EPI_ISL_436314	2020-03-25	Sequencing and Bioinformatics Service and Molecular Epidemiology Research Group. FISABIO-Public Health	Gonzalez-Candelas	Spain
hCoV-19/USA/CA-ALSR-0553-IPL/2020	EPI_ISL_483219	2020-05-04	Andersen lab at Scripps Research	Gangavarapu	USA
hCoV-19/USA/FL-BPHL-1110/2020	EPI_ISL_526596	2020-08-03	Florida Bureau of Public Health Laboratories	Blanton	USA
hCoV-19/England/HECH-259A4AA/2020	EPI_ISL_529662	2020-06-30	COVID-19 Genomics UK (COG-UK) Consortium	Loman	United Kingdom
hCoV-19/USA/NY-PV09044/2020	EPI_ISL_421607	2020-03-21	MSHS Pathogen Surveillance Program	van Bakel	USA
hCoV-19/England/QEUH-9FABB4/2020	EPI_ISL_588219	2020-09-28	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Davies	United Kingdom
hCoV-19/Hunan/HN-CIDC-P8/2020	EPI_ISL_539337	2020-01-26	Institute of Disease Control and Prevention	Qiu	China
hCoV-19/England/ALDP-A2F818/2020	EPI_ISL_587268	2020-10-06	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Davies	United Kingdom
hCoV-19/USA/WA-UW-12443/2020	EPI_ISL_570535	2020-06-27	UW Virology Lab	Roychoudhury	USA
hCoV-19/Switzerland/SG-ETHZ-270043/2020	EPI_ISL_541468	2020-09-02	Department of Biosystems Science and Engineering	Nadeau	Switzerland
hCoV-19/England/MILK-9768D7/2020	EPI_ISL_575962	2020-08-17	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Davies	United Kingdom
hCoV-19/Australia/VIC3049/2020	EPI_ISL_520762	2020-07-05	VIDRL and MDU-PHL	Schultz	Australia
hCoV-19/France/PAC-IHU-0274/2020	EPI_ISL_569425	2020-03-31	MEPHI	Levasseur	France
hCoV-19/England/QEUH-9CFA51/2020	EPI_ISL_589929	2020-09-16	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Davies	United Kingdom
hCoV-19/Iceland/19/2020	EPI_ISL_417817	2020-03-02	deCODE genetics	J\u00f3nsson	Iceland
hCoV-19/USA/CA-CZB-3939/2020	EPI_ISL_548531	2020-07-31	Chan-Zuckerberg Biohub	Bhatt	USA
hCoV-19/USA/WI-UW-923/2020	EPI_ISL_509923	2020-07-13	University of Wisconsin-Madison AIDS Vaccine Research Laboratories	Baczenas	USA
hCoV-19/Australia/VIC2340/2020	EPI_ISL_522061	2020-06-25	VIDRL and MDU-PHL	Schultz	Australia
hCoV-19/Peru/LIM-UPCH-0126/2020	EPI_ISL_568522	2020-08-27	Laboratorio de Gen\u00f3mica Microbiana	Tsukayama	Peru
hCoV-19/England/ALDP-916AD3/2020	EPI_ISL_551435	2020-06-22	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Davies	United Kingdom
hCoV-19/England/BRIS-12C29E/2020	EPI_ISL_469459	2020-05-11	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Davies	United Kingdom
hCoV-19/Australia/VIC5446/2020	EPI_ISL_520197	2020-07-15	VIDRL and MDU-PHL	Schultz	Australia
hCoV-19/USA/WA-UW-22060/2020	EPI_ISL_570563	2020-08-03	UW Virology Lab	Roychoudhury	USA
hCoV-19/USA/MN-MDH-1006/2020	EPI_ISL_462851	2020-04-30	Minnesota Department of Health	Garfin	USA
hCoV-19/USA/MI-MDHHS-SC20786/2020	EPI_ISL_471807	2020-04-24	Michigan Department of Health and Human Services	Blankenship	USA
hCoV-19/SaudiArabia/KAUST-JEDDAH1031/2020	EPI_ISL_512900	2020-06-23	Pathogen Genomics Lab King Abdullah University of Science and Technology(KAUST)	Mohamed Ghazzali	Saudi Arabia
hCoV-19/USA/CA-IGI-0097/2020	EPI_ISL_511851	2020-06-05	Innovative Genomics Institute	Wyman	USA
hCoV-19/Australia/VIC7491/2020	EPI_ISL_564444	2020-07-24	MDU-PHL	Schultz	Australia
hCoV-19/USA/FL-BPHL-0912/2020	EPI_ISL_517802	2020-06-30	Florida Bureau of Public Health Laboratories	Blanton	USA
hCoV-19/England/BIRM-61717/2020	EPI_ISL_493451	2020-04-28	COVID-19 Genomics UK (COG-UK) Consortium	Loman	United Kingdom
hCoV-19/Australia/ACT0013/2020	EPI_ISL_498480	2020-03-22	Schwessinger Lab	Hall	Australia
hCoV-19/England/MILK-957E16/2020	EPI_ISL_554673	2020-06-09	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Davies	United Kingdom
hCoV-19/USA/CA-ALSR-0515-SAN/2020	EPI_ISL_483194	2020-03-04	Andersen lab at Scripps Research	Gangavarapu	USA
hCoV-19/Canada/BC_17548428/2020	EPI_ISL_460614	2020-03-00	BCCDC Public Health Laboratory	Harrigan	Canada
hCoV-19/England/LEED-2A8879/2020	EPI_ISL_539137	2020-04-01	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Davies	United Kingdom
hCoV-19/USA/TX-HMH-1271/2020	EPI_ISL_542621	2020-04-12	Houston Methodist Hospital	Long	USA
hCoV-19/England/NORT-299653/2020	EPI_ISL_492486	2020-04-24	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Davies	United Kingdom
hCoV-19/Iceland/241/2020	EPI_ISL_417569	2020-03-17	deCODE genetics	J\u00f3nsson	Iceland
hCoV-19/USA/VA-DCLS-0741/2020	EPI_ISL_526862	2020-07-02	Virginia DCLS	St. Jacques	USA
hCoV-19/USA/NM-NMDOH-2020242033/2020	EPI_ISL_510882	2020-07-22	New Mexico Department of Health Scientific Laboratory	Johnson	USA
hCoV-19/Australia/VIC8085/2020	EPI_ISL_564839	2020-08-13	MDU-PHL	Schultz	Australia
hCoV-19/Spain/AR-ISCIII-201688/2020	EPI_ISL_539510	2020-03-06	Instituto de Salud Carlos III	Caballero	Spain
hCoV-19/England/NORW-ECB18/2020	EPI_ISL_472334	2020-06-04	COVID-19 Genomics UK (COG-UK) Consortium	Alikhan	United Kingdom
hCoV-19/USA/IA-GMF-14006/2020	EPI_ISL_547665	2020-08-05	Kabara Cancer Research Institute	Kenny	USA
hCoV-19/Wales/PHWC-15D8FC/2020	EPI_ISL_472750	2020-05-14	COVID-19 Genomics UK (COG-UK) Consortium	Moore	United Kingdom
hCoV-19/Portugal/PT1351/2020	EPI_ISL_511310	2020-03-25	Instituto Nacional de Saude (INSA) and Instituto Gulbenkian de Ciencia (IGC)	Borges	Portugal
hCoV-19/USA/WA-UW-3030/2020	EPI_ISL_486082	2020-03-26	UW Virology Lab	Roychoudhury	USA
hCoV-19/USA/LA-SR0269/2020	EPI_ISL_445124	2020-04-02	Andersen lab at Scripps Research	Gangavarapu	USA
hCoV-19/England/ALDP-9FD42F/2020	EPI_ISL_587968	2020-10-02	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Davies	United Kingdom
hCoV-19/Australia/TAS223/2020	EPI_ISL_522652	2020-03-27	MDU-PHL	Schultz	Australia
hCoV-19/USA/WY-WYPHL-00043/2020	EPI_ISL_462935	2020-03-25	Center for Global Health	Domman	USA
hCoV-19/Australia/NSW264/2020	EPI_ISL_451529	2020-03-26	NSW Health Pathology - Institute of Clinical Pathology and Medical Research; Westmead Hospital; University of Sydney	Gall	Australia
hCoV-19/Switzerland/BS-UHB-42186390/2020	EPI_ISL_528004	2020-03-11	University Hospital Basel	Roloff Handschin	Switzerland
hCoV-19/England/ALDP-9CE14E/2020	EPI_ISL_566213	2020-09-16	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Davies	United Kingdom
hCoV-19/England/BRIS-123F72/2020	EPI_ISL_492807	2020-04-08	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Davies	United Kingdom
hCoV-19/USA/WI-WSLH-200517/2020	EPI_ISL_578657	2020-05-26	Wisconsin State Laboratory of Hygiene Communicable Disease Division	Florek	USA
hCoV-19/Netherlands/Gelderland_32/2020	EPI_ISL_460932	2020-04-10	Erasmus Medical Center	Oude Munnink	Netherlands
hCoV-19/Scotland/EDB5887/2020	EPI_ISL_487945	2020-04-29	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Davies	United Kingdom
hCoV-19/Australia/VIC6270/2020	EPI_ISL_518260	2020-07-24	MDU-PHL	Schultz	Australia
hCoV-19/USA/WI-WSLH-200015/2020	EPI_ISL_471181	2020-03-29	Wisconsin State Laboratory of Hygiene Communicable Disease Division	Florek	USA
hCoV-19/England/ALDP-9EDA8A/2020	EPI_ISL_580681	2020-05-09	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Davies	United Kingdom
hCoV-19/Wales/PHWC-16E500/2020	EPI_ISL_585729	2020-09-29	COVID-19 Genomics UK (COG-UK) Consortium	Moore	United Kingdom
hCoV-19/USA/WA-UW-2230/2020	EPI_ISL_426120	2020-03-25	UW Virology Lab	Roychoudhury	USA
hCoV-19/England/MILK-956925/2020	EPI_ISL_554274	2020-06-06	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Davies	United Kingdom
hCoV-19/Switzerland/GR-ETHZ-280120/2020	EPI_ISL_560477	2020-09-06	Department of Biosystems Science and Engineering	Nadeau	Switzerland
hCoV-19/Brazil/RJ-DCVN2/2020	EPI_ISL_529139	2020-07-20	Centro de Desenvolvimento Tecnologico em Saude	Souza	Brazil
hCoV-19/USA/TX-HMH-6547/2020	EPI_ISL_546073	2020-06-23	Houston Methodist Hospital	Long	USA
hCoV-19/USA/WA-UW-22521/2020	EPI_ISL_570592	2020-08-04	UW Virology Lab	Roychoudhury	USA
hCoV-19/Scotland/QEUH-9C92AA/2020	EPI_ISL_576079	2020-09-14	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Davies	United Kingdom
hCoV-19/USA/WA-UW-9291/2020	EPI_ISL_501159	2020-05-14	University of Washington Virology Lab	Roychoudhury	USA
hCoV-19/Belgium/SEM-0324120/2020	EPI_ISL_420377	2020-03-24	KU Leuven	Maes	Belgium
hCoV-19/England/BIRM-5F9F8/2020	EPI_ISL_473362	2020-05-10	COVID-19 Genomics UK (COG-UK) Consortium	Loman	United Kingdom
hCoV-19/Australia/NSW970/2020	EPI_ISL_545042	2020-09-13	NSW Health Pathology - Institute of Clinical Pathology and Medical Research; Westmead Hospital; University of Sydney	Gall	Australia
hCoV-19/Scotland/QEUH-964757/2020	EPI_ISL_534383	2020-08-13	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Davies	United Kingdom
hCoV-19/Shanghai/SH0043/2020	EPI_ISL_416352	2020-01-30	National Research Center for Translational Medicine (Shanghai)	Zhang	China
hCoV-19/USA/MN-MDH-1310/2020	EPI_ISL_495609	2020-04-18	Minnesota Department of Health	Garfin	USA
hCoV-19/USA/MN-MDH-1533/2020	EPI_ISL_527598	2020-07-22	Minnesota Department of Health	Garfin	USA
hCoV-19/England/20152055004/2020	EPI_ISL_466237	2020-04-06	Respiratory Virus Unit	Platt	United Kingdom
hCoV-19/Japan/IC-0124/2020	EPI_ISL_591465	2020-08-00	Pathogen Genomics Center	Sekizuka	Japan
hCoV-19/England/QEUH-9F483B/2020	EPI_ISL_588405	2020-09-27	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Davies	United Kingdom
hCoV-19/USA/MI-QDX-1133/2020	EPI_ISL_571863	2020-03-20	Quest Diagnostics	Kagan	USA
hCoV-19/Denmark/ALAB-SSI413/2020	EPI_ISL_429509	2020-03-10	Albertsen lab	Kirkegaard	Denmark
hCoV-19/England/ALDP-95D01A/2020	EPI_ISL_555117	2020-06-18	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Davies	United Kingdom
hCoV-19/Spain/MD-IBV-005323/2020	EPI_ISL_510202	2020-03-17	SeqCOVID-SPAIN consortium/IBV(CSIC)	Comas	Spain
hCoV-19/USA/TX-HMH-2832/2020	EPI_ISL_543805	2020-06-08	Houston Methodist Hospital	Long	USA
hCoV-19/Canada/QC-LSPQ-L00231966/2020	EPI_ISL_535967	2020-03-22	Laboratoire de sant\u00e9 publique du Qu\u00e9bec	Moreira	Canada
hCoV-19/Netherlands/ZH-EMC-492/2020	EPI_ISL_577921	2020-00-00	Erasmus Medical Center	Oude Munnink	Netherlands
hCoV-19/Australia/VIC9935/2020	EPI_ISL_565786	2020-07-23	MDU-PHL	Schultz	Australia
hCoV-19/USA/MN-MDH-1803/2020	EPI_ISL_590805	2020-04-14	Minnesota Department of Health	Lorentz	USA
hCoV-19/France/HDF-2239/2020	EPI_ISL_416497	2020-03-10	National Reference Center for Viruses of Respiratory Infections	Enouf	France
hCoV-19/USA/TX-HMH-4199/2020	EPI_ISL_543430	2020-06-19	Houston Methodist Hospital	Long	USA
hCoV-19/England/CAMB-1B4969/2020	EPI_ISL_473490	2020-06-04	COVID-19 Genomics UK (COG-UK) Consortium	Meredith	United Kingdom
hCoV-19/USA/TX-HMH-5326/2020	EPI_ISL_544683	2020-06-25	Houston Methodist Hospital	Long	USA
hCoV-19/Spain/AN-IBV-002887/2020	EPI_ISL_474897	2020-03-16	SeqCOVID-SPAIN consortium/IBV(CSIC)	Comas	Spain
hCoV-19/Taiwan/NCKUH-012/2020	EPI_ISL_493205	2020-03-28	Virology Lab,Department of Pathology	Tsai	Taiwan
hCoV-19/England/NORW-EC4E0/2020	EPI_ISL_457530	2020-05-10	COVID-19 Genomics UK (COG-UK) Consortium	Alikhan	United Kingdom
hCoV-19/Australia/VIC14262/2020	EPI_ISL_592423	2020-07-30	MDU-PHL	Schultz	Australia
hCoV-19/England/BRIS-12468B/2020	EPI_ISL_492826	2020-04-09	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Davies	United Kingdom
hCoV-19/Australia/TAS270/2020	EPI_ISL_522699	2020-04-13	MDU-PHL	Schultz	Australia
hCoV-19/Australia/VIC2049/2020	EPI_ISL_521909	2020-06-13	MDU-PHL	Schultz	Australia
hCoV-19/England/PORT-2D118B/2020	EPI_ISL_475335	2020-04-22	COVID-19 Genomics UK (COG-UK) Consortium	Robson	United Kingdom
hCoV-19/Australia/VIC13379/2020	EPI_ISL_563703	2020-07-27	MDU-PHL	Schultz	Australia
hCoV-19/England/BRIS-12C155/2020	EPI_ISL_469403	2020-05-11	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Davies	United Kingdom
hCoV-19/Switzerland/BS-UHB-42191841/2020	EPI_ISL_528114	2020-03-15	University Hospital Basel	Roloff Handschin	Switzerland
hCoV-19/England/CWAR-24FDE20/2020	EPI_ISL_584530	2020-06-09	COVID-19 Genomics UK (COG-UK) Consortium	Stark	United Kingdom
hCoV-19/England/ALDP-926C07/2020	EPI_ISL_552856	2020-06-23	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Davies	United Kingdom
hCoV-19/USA/CA-CZB-3343/2020	EPI_ISL_548275	2020-07-13	Chan-Zuckerberg Biohub	Bhatt	USA
hCoV-19/USA/CA-CZB-1547/2020	EPI_ISL_468492	2020-05-11	Chan-Zuckerberg Biohub	Hao	USA
hCoV-19/Australia/VIC5314/2020	EPI_ISL_520077	2020-07-20	MDU-PHL	Schultz	Australia
hCoV-19/England/QEUH-960BB9/2020	EPI_ISL_532067	2020-08-04	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Davies	United Kingdom
hCoV-19/USA/MN-MDH-1541/2020	EPI_ISL_527606	2020-08-03	Minnesota Department of Health	Garfin	USA
hCoV-19/Scotland/EDB2989/2020	EPI_ISL_489046	2020-04-02	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Davies	United Kingdom
hCoV-19/USA/DE-DHSS-F917932/2020	EPI_ISL_576156	2020-03-25	Delaware Public Health Lab	Bajwa	USA
hCoV-19/Spain/ML-ISCIII-2013688/2020	EPI_ISL_539568	2020-08-01	Instituto de Salud Carlos III	Caballero	Spain
hCoV-19/Brazil/SP-316/2020	EPI_ISL_534313	2020-04-02	Instituto Adolfo Lutz	Sacchi	Brazil
hCoV-19/Australia/VIC12825/2020	EPI_ISL_592085	2020-07-28	MDU-PHL	Schultz	Australia
hCoV-19/Gambia/NPHL-2706/2020	EPI_ISL_561287	2020-00-00	MRCG at LSHTM Genomics lab	Sesay	Gambia
hCoV-19/Sweden/20-51947/2020	EPI_ISL_510861	2020-06-05	The Public Health Agency of Sweden	Svartstr\u00f6m	Sweden
hCoV-19/USA/MN-MDH-1116/2020	EPI_ISL_470796	2020-05-04	Minnesota Department of Health	Garfin	USA
hCoV-19/England/GSTT-5446/2020	EPI_ISL_560684	2020-03-20	Centre for Clinical Infection and Diagnostics Research and Genomics Innovation Unit	Awan	United Kingdom
hCoV-19/Finland/1/2020	EPI_ISL_407079	2020-01-29	Department of Virology	Smura	Finland
hCoV-19/Peru/LIM-INS-113/2020	EPI_ISL_536511	2020-05-04	Laboratorio de Infecciones Respiratorias Agudas	Lopez	Peru
hCoV-19/USA/LA-EVTL497/2020	EPI_ISL_578901	2020-07-30	Microbial Genome Sequencing Center	Kamil	USA
hCoV-19/USA/MA-MGH-00267/2020	EPI_ISL_460131	2020-04-01	Infectious Disease Program	Lemieux	USA
hCoV-19/England/SHEF-C02CA/2020	EPI_ISL_420180	2020-03-27	Department of Infection	de Silva	United Kingdom
hCoV-19/Israel/CVL-n26167/2020	EPI_ISL_514294	2020-07-20	Israel Central Virology laboratory	Zuckerman	Israel
